,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
38056,4.7,14.6,0.0,1.8,1.3,22.0,87.0,69.0,7.0,7.0,7.5,14.1,0,0
38057,7.4,16.7,0.0,1.4,0.7,33.0,76.0,61.0,7.0,7.0,10.9,16.3,0,0
38058,10.7,15.7,0.0,0.4,1.5,35.0,89.0,74.0,7.0,5.0,12.0,14.9,0,0
38059,1.7,14.5,0.0,0.4,6.3,20.0,99.0,56.0,8.0,2.0,6.0,13.5,0,0
38060,2.3,16.7,0.0,1.0,8.9,20.0,83.0,55.0,6.0,5.0,7.4,15.8,0,0
38061,7.3,16.9,0.0,1.2,5.1,19.0,83.0,65.0,7.0,5.0,10.0,15.6,0,0
38062,2.7,14.7,0.0,0.6,3.0,24.0,99.0,71.0,7.0,6.0,7.9,14.1,0,1
38063,7.8,14.0,7.6,2.4,0.1,35.0,92.0,90.0,7.0,8.0,11.3,13.8,1,1
38064,9.8,13.0,10.2,1.2,0.6,35.0,97.0,86.0,8.0,7.0,10.7,12.0,1,1
38065,9.3,14.0,2.6,0.2,2.3,26.0,89.0,76.0,8.0,7.0,9.8,13.1,1,0
38068,0.1,13.0,0.0,2.0,5.5,26.0,98.0,60.0,8.0,2.0,2.6,12.6,0,0
38069,2.6,11.5,0.4,0.8,2.4,22.0,95.0,77.0,7.0,6.0,6.4,10.6,0,1
38070,3.8,13.9,1.6,0.4,6.1,17.0,99.0,60.0,8.0,1.0,4.4,13.8,1,0
38071,1.7,13.2,0.0,0.8,7.2,17.0,84.0,54.0,7.0,5.0,4.5,12.6,0,0
38073,0.2,13.9,0.0,2.0,8.7,26.0,86.0,46.0,0.0,1.0,4.6,13.6,0,0
38076,4.1,17.6,8.2,1.2,8.3,41.0,65.0,37.0,4.0,1.0,11.8,17.1,1,0
38077,1.3,17.6,0.0,1.0,8.1,17.0,74.0,44.0,2.0,1.0,8.1,17.2,0,0
38078,2.3,16.0,0.0,1.6,3.8,19.0,86.0,57.0,7.0,7.0,6.7,15.7,0,0
38079,6.7,15.7,0.0,0.6,2.2,20.0,76.0,65.0,7.0,7.0,10.1,15.1,0,0
38080,7.2,15.1,0.0,0.8,1.2,17.0,89.0,71.0,7.0,6.0,9.2,14.0,0,0
38081,1.9,15.4,0.0,0.6,8.1,24.0,95.0,61.0,2.0,1.0,5.5,15.0,0,0
38082,4.3,11.9,0.2,1.0,0.7,17.0,99.0,91.0,8.0,7.0,5.6,10.9,0,0
38085,1.5,15.8,0.0,1.0,3.4,35.0,87.0,55.0,7.0,6.0,6.9,14.5,0,0
38086,6.1,12.2,0.2,2.2,8.1,57.0,70.0,47.0,3.0,3.0,9.4,11.8,0,0
38087,4.9,13.4,0.0,1.4,6.5,37.0,73.0,72.0,5.0,7.0,7.5,10.1,0,0
38089,0.6,13.9,0.0,0.6,7.8,26.0,95.0,59.0,4.0,3.0,5.4,11.4,0,0
38090,-1.0,12.9,0.0,1.4,7.4,22.0,84.0,48.0,0.0,6.0,4.2,12.4,0,0
38091,3.9,15.1,0.0,1.8,6.7,26.0,59.0,51.0,6.0,2.0,10.3,14.6,0,0
38092,2.1,14.9,0.0,1.6,6.9,20.0,81.0,57.0,3.0,7.0,6.7,14.7,0,1
38093,3.2,15.0,1.4,1.0,0.8,20.0,82.0,71.0,7.0,6.0,8.0,14.1,1,0
38094,5.4,17.1,0.0,1.4,7.4,20.0,85.0,62.0,6.0,4.0,10.6,16.8,0,1
38095,10.5,13.3,2.2,2.0,0.0,31.0,89.0,86.0,8.0,7.0,10.8,12.7,1,1
38096,10.7,14.1,6.4,0.4,0.0,24.0,87.0,87.0,8.0,8.0,12.8,13.8,1,1
38097,12.2,16.0,2.2,0.4,1.0,19.0,96.0,80.0,7.0,7.0,12.8,15.8,1,1
38098,11.9,18.7,4.2,1.2,2.2,37.0,96.0,71.0,8.0,6.0,13.2,17.6,1,0
38099,13.2,19.1,0.0,1.6,1.2,59.0,75.0,71.0,6.0,7.0,14.7,18.0,0,1
38100,13.4,18.3,11.4,2.4,6.6,56.0,87.0,62.0,7.0,4.0,14.6,16.6,1,1
38101,8.5,12.6,1.2,2.0,4.3,63.0,89.0,72.0,7.0,7.0,9.7,8.4,1,1
38102,3.4,10.2,1.8,2.0,8.2,30.0,80.0,57.0,2.0,5.0,5.1,8.8,1,0
38103,0.7,12.8,0.0,1.0,5.4,39.0,76.0,55.0,5.0,7.0,6.2,11.8,0,0
38104,5.4,11.0,1.0,1.0,4.0,31.0,91.0,72.0,7.0,3.0,7.7,10.0,0,0
38105,0.9,12.6,0.2,1.4,4.6,15.0,100.0,68.0,8.0,1.0,2.0,11.4,0,0
38106,-0.4,12.1,0.0,0.6,5.3,17.0,100.0,58.0,6.0,7.0,1.3,11.4,0,0
38107,0.9,12.8,0.0,0.6,7.4,17.0,82.0,55.0,7.0,3.0,6.5,12.1,0,0
38108,0.6,14.2,0.0,1.2,9.3,26.0,87.0,53.0,2.0,1.0,4.1,13.8,0,0
38109,4.1,17.6,0.0,1.8,1.2,44.0,61.0,54.0,7.0,7.0,8.3,16.7,0,1
38110,8.3,15.0,1.6,2.6,1.2,46.0,85.0,81.0,7.0,7.0,10.9,14.2,1,1
38112,0.6,16.3,0.0,1.0,9.7,19.0,88.0,60.0,3.0,2.0,5.9,15.7,0,0
38113,1.4,16.1,0.0,1.4,7.9,20.0,81.0,49.0,1.0,5.0,8.4,15.8,0,0
38114,8.3,15.2,0.0,1.6,6.9,37.0,71.0,47.0,5.0,4.0,11.6,13.7,0,0
38115,4.0,10.8,1.0,2.4,2.8,26.0,93.0,66.0,7.0,7.0,6.2,10.2,0,0
38116,6.1,12.8,0.6,1.0,5.1,37.0,85.0,55.0,7.0,7.0,8.7,12.1,0,0
38117,3.5,13.2,0.4,1.4,0.4,30.0,82.0,77.0,7.0,7.0,8.4,12.3,0,0
38118,8.3,12.1,0.8,1.0,0.0,37.0,69.0,79.0,8.0,7.0,11.6,9.8,0,1
38119,5.9,12.1,7.6,0.2,1.4,39.0,90.0,76.0,8.0,6.0,8.3,11.1,1,1
38120,5.3,14.2,5.6,1.6,8.9,54.0,84.0,56.0,5.0,2.0,8.1,13.8,1,0
38121,1.3,11.9,0.0,1.0,1.5,22.0,91.0,66.0,7.0,7.0,5.5,11.5,0,0
38122,3.5,16.7,0.4,0.8,10.1,26.0,78.0,59.0,1.0,2.0,9.9,16.4,0,0
38123,0.4,16.6,0.0,2.0,8.0,19.0,99.0,49.0,7.0,4.0,4.6,15.8,0,1
38124,4.5,15.0,4.8,2.0,5.7,70.0,96.0,47.0,7.0,3.0,10.7,13.5,1,0
38125,4.6,14.2,0.6,2.2,9.2,31.0,66.0,55.0,2.0,4.0,9.3,13.0,0,0
38126,3.9,18.6,0.0,2.0,9.3,61.0,70.0,38.0,1.0,6.0,10.0,18.3,0,1
38127,1.6,13.9,6.0,3.4,9.2,26.0,81.0,55.0,1.0,3.0,6.4,13.2,1,0
38128,1.3,17.2,0.0,2.2,10.3,50.0,82.0,37.0,1.0,1.0,6.8,16.6,0,1
38129,6.8,14.4,3.0,3.2,8.8,35.0,72.0,56.0,2.0,1.0,11.4,14.1,1,0
38130,2.5,17.6,0.0,2.4,9.5,44.0,71.0,41.0,6.0,1.0,9.0,17.4,0,1
38131,6.7,10.7,3.6,4.0,6.4,56.0,80.0,67.0,6.0,4.0,8.4,9.3,1,1
38132,1.3,10.2,4.2,2.6,4.4,33.0,87.0,64.0,7.0,7.0,3.8,8.5,1,0
38133,3.2,11.4,0.0,1.2,3.9,30.0,88.0,65.0,7.0,7.0,6.2,10.1,0,1
38134,5.2,12.4,2.8,1.6,3.2,41.0,93.0,75.0,7.0,7.0,7.3,11.0,1,1
38135,7.3,12.2,4.6,1.4,0.1,48.0,91.0,85.0,8.0,7.0,9.8,11.8,1,0
38136,9.2,12.0,0.4,1.0,0.0,30.0,87.0,79.0,8.0,8.0,10.3,11.8,0,0
38137,9.5,16.6,0.0,0.2,7.3,30.0,79.0,53.0,7.0,4.0,11.8,16.2,0,0
38138,8.4,17.6,0.0,2.2,5.6,48.0,63.0,55.0,6.0,7.0,13.4,15.7,0,0
38139,5.3,19.3,0.0,2.2,9.4,15.0,83.0,53.0,6.0,6.0,11.0,17.8,0,0
38140,6.6,21.0,0.0,2.2,8.5,39.0,84.0,51.0,7.0,2.0,11.3,20.8,0,0
38141,11.1,21.0,0.2,2.4,1.1,50.0,58.0,52.0,7.0,7.0,15.6,19.2,0,0
38142,9.4,19.0,1.0,3.2,10.3,28.0,69.0,56.0,1.0,3.0,14.4,18.4,0,0
38143,5.2,20.5,0.0,3.0,9.0,17.0,89.0,46.0,2.0,1.0,10.6,20.0,0,0
38144,5.0,21.5,0.0,2.2,10.7,24.0,72.0,48.0,0.0,6.0,12.0,20.2,0,0
38145,7.5,24.2,0.0,2.6,10.7,19.0,74.0,50.0,1.0,0.0,13.6,24.0,0,0
38146,8.0,24.2,0.0,3.0,10.8,20.0,69.0,44.0,1.0,0.0,16.3,23.8,0,0
38147,8.2,22.4,0.0,3.8,10.7,30.0,63.0,56.0,0.0,1.0,16.3,22.1,0,0
38148,12.0,23.3,0.0,2.2,3.1,22.0,76.0,51.0,7.0,7.0,15.4,22.9,0,0
38149,8.8,21.9,0.0,2.2,5.1,17.0,76.0,63.0,7.0,7.0,15.0,21.4,0,0
38150,10.8,20.7,0.0,2.4,6.7,31.0,91.0,51.0,7.0,6.0,15.2,19.8,0,0
38151,2.6,19.3,0.0,3.2,10.1,22.0,76.0,41.0,1.0,5.0,11.6,18.9,0,0
38152,6.8,23.8,0.0,2.8,8.8,54.0,62.0,40.0,7.0,6.0,12.9,23.2,0,0
38153,10.5,17.0,0.0,4.6,8.0,43.0,71.0,59.0,6.0,7.0,14.8,15.8,0,0
38154,4.9,15.7,0.0,2.8,8.1,39.0,71.0,51.0,2.0,7.0,10.5,14.9,0,0
38155,1.4,16.5,0.0,2.8,9.3,35.0,83.0,50.0,1.0,6.0,9.8,14.5,0,0
38156,4.6,16.6,0.0,3.4,4.9,52.0,52.0,52.0,3.0,7.0,10.4,14.2,0,1
38157,6.4,19.0,6.0,3.0,9.5,43.0,65.0,52.0,5.0,5.0,13.0,18.6,1,0
38158,3.8,19.8,0.0,2.6,9.7,22.0,79.0,40.0,1.0,3.0,12.1,19.4,0,0
38159,10.4,14.0,1.0,3.0,0.1,33.0,75.0,96.0,7.0,8.0,13.7,12.7,0,1
38160,11.0,18.2,23.8,2.4,1.9,50.0,92.0,67.0,8.0,7.0,13.3,17.6,1,1
38161,10.4,19.8,1.8,2.0,7.0,52.0,85.0,56.0,8.0,7.0,13.8,18.8,1,0
38162,6.2,15.3,0.0,3.4,8.6,35.0,78.0,47.0,6.0,4.0,9.3,14.4,0,0
38163,4.1,15.2,0.4,2.4,8.0,48.0,75.0,65.0,7.0,5.0,10.7,13.1,0,0
38164,1.8,17.3,0.8,2.4,8.1,30.0,99.0,45.0,7.0,4.0,8.7,16.3,0,0
38165,3.1,20.8,0.0,2.6,7.9,33.0,78.0,45.0,7.0,3.0,10.4,20.2,0,0
38166,8.3,25.0,0.0,3.0,9.7,57.0,64.0,49.0,0.0,0.0,15.8,24.3,0,0
38167,14.0,22.1,0.0,5.0,10.7,44.0,59.0,45.0,1.0,1.0,17.7,21.4,0,0
38168,8.8,25.5,0.0,4.6,10.9,26.0,64.0,38.0,1.0,1.0,17.7,25.1,0,0
38169,11.3,17.4,0.0,4.4,9.8,74.0,61.0,35.0,7.0,4.0,14.7,16.8,0,0
38170,0.1,19.3,0.0,6.2,10.9,20.0,62.0,36.0,0.0,1.0,11.2,18.8,0,0
38171,4.8,18.6,0.0,2.8,10.8,54.0,48.0,43.0,3.0,2.0,13.3,17.9,0,0
38172,2.2,20.1,0.0,4.8,11.4,22.0,64.0,40.0,1.0,5.0,12.0,19.7,0,0
38173,8.4,27.9,0.0,4.0,10.3,52.0,54.0,24.0,7.0,4.0,17.0,27.0,0,0
38174,16.1,17.1,0.0,8.8,3.2,67.0,74.0,55.0,7.0,7.0,17.0,14.7,0,1
38175,0.2,20.6,3.0,1.8,8.2,61.0,70.0,31.0,1.0,7.0,11.5,18.7,1,1
38176,6.9,16.4,5.2,5.6,11.4,50.0,68.0,41.0,2.0,2.0,10.7,15.1,1,0
38177,0.5,19.0,0.0,4.8,11.2,19.0,70.0,41.0,0.0,3.0,10.6,18.3,0,0
38178,3.5,22.0,0.0,3.4,8.8,28.0,74.0,41.0,5.0,7.0,13.0,21.4,0,0
38179,8.9,27.4,0.0,3.8,7.6,43.0,58.0,34.0,2.0,7.0,15.1,21.5,0,0
38180,5.4,20.3,0.0,4.0,11.7,33.0,75.0,38.0,0.0,1.0,11.6,19.2,0,0
38181,5.0,21.4,0.0,4.0,12.0,30.0,73.0,34.0,0.0,2.0,10.8,20.8,0,0
38182,3.5,27.8,0.0,4.4,11.6,37.0,73.0,23.0,0.0,1.0,12.4,26.3,0,0
38183,9.4,31.3,0.0,5.4,2.6,56.0,33.0,18.0,7.0,7.0,18.8,29.3,0,0
38184,6.2,20.1,0.0,7.6,12.1,52.0,64.0,35.0,1.0,1.0,12.3,18.8,0,0
38185,2.7,24.5,0.0,7.0,12.0,22.0,68.0,26.0,0.0,0.0,11.6,23.1,0,0
38186,7.2,28.2,0.0,4.6,6.8,70.0,55.0,26.0,1.0,7.0,15.9,22.4,0,0
38187,3.2,15.7,0.2,4.8,9.2,52.0,71.0,38.0,2.0,7.0,7.6,13.5,0,0
38189,3.2,26.9,0.0,4.0,11.6,54.0,57.0,7.0,3.0,5.0,12.4,26.4,0,0
38190,10.1,19.4,0.0,9.4,7.5,69.0,55.0,26.0,7.0,6.0,15.0,19.3,0,0
38191,-1.1,21.3,0.0,6.2,12.7,24.0,56.0,11.0,1.0,0.0,10.1,20.7,0,0
38192,2.7,26.5,0.0,5.2,12.2,26.0,48.0,20.0,0.0,2.0,12.3,26.0,0,0
38193,8.0,31.6,0.0,6.2,11.9,30.0,40.0,13.0,3.0,1.0,17.6,30.6,0,0
38194,12.0,34.5,0.0,7.2,5.1,37.0,35.0,21.0,7.0,7.0,23.7,33.1,0,0
38195,18.0,26.6,0.0,4.0,0.7,50.0,62.0,66.0,7.0,7.0,22.6,22.8,0,1
38196,14.1,17.7,1.6,4.6,0.5,43.0,73.0,59.0,7.0,7.0,15.5,17.3,1,0
38197,7.0,17.2,0.0,4.0,12.1,56.0,50.0,22.0,1.0,3.0,10.7,15.5,0,0
38198,0.1,19.3,0.0,6.8,12.4,44.0,60.0,23.0,0.0,1.0,9.6,18.0,0,0
38199,1.0,22.1,0.0,5.4,12.2,43.0,61.0,21.0,1.0,1.0,10.5,20.9,0,0
38200,1.6,23.7,0.0,6.0,11.3,30.0,58.0,21.0,2.0,3.0,12.5,22.4,0,1
38201,10.8,27.0,2.6,5.8,9.2,35.0,72.0,25.0,6.0,5.0,15.6,25.4,1,0
38202,9.5,26.2,0.0,7.4,12.6,46.0,74.0,30.0,2.0,4.0,14.5,24.3,0,0
38203,4.8,25.0,0.0,6.6,12.9,33.0,55.0,23.0,0.0,1.0,14.0,23.1,0,0
38204,4.2,26.7,0.0,5.4,12.0,31.0,56.0,12.0,1.0,3.0,14.3,25.8,0,0
38205,5.6,28.7,0.0,5.2,12.9,33.0,56.0,17.0,5.0,2.0,17.6,27.6,0,0
38206,5.2,30.8,0.0,6.0,7.8,48.0,49.0,8.0,3.0,7.0,17.2,30.1,0,0
38207,9.6,23.0,0.0,8.0,10.5,65.0,34.0,19.0,7.0,1.0,21.6,21.9,0,0
38208,4.5,21.6,0.0,10.6,13.3,48.0,30.0,17.0,1.0,1.0,13.5,20.4,0,0
38209,3.7,25.1,0.0,8.0,13.1,28.0,40.0,13.0,0.0,0.0,14.4,23.6,0,0
38210,6.1,29.7,0.0,7.2,12.2,30.0,38.0,10.0,1.0,0.0,17.7,28.5,0,0
38211,12.3,35.0,0.0,8.0,12.5,39.0,26.0,13.0,1.0,4.0,22.6,33.4,0,0
38212,22.5,32.0,0.0,12.0,0.1,52.0,24.0,34.0,7.0,8.0,27.9,26.6,0,0
38213,8.8,22.7,0.0,6.4,10.0,54.0,65.0,21.0,7.0,2.0,12.8,22.1,0,0
38214,5.5,22.3,0.0,8.0,7.2,50.0,46.0,36.0,5.0,7.0,15.2,19.4,0,1
38215,8.2,19.5,4.0,5.6,7.2,59.0,90.0,45.0,8.0,4.0,10.4,17.9,1,1
38216,10.1,23.5,1.2,4.8,9.6,57.0,76.0,31.0,7.0,5.0,14.1,22.5,1,0
38217,5.9,21.3,0.4,6.6,9.4,46.0,84.0,28.0,7.0,3.0,12.6,20.3,0,0
38218,4.3,22.2,0.0,5.4,11.0,39.0,59.0,36.0,1.0,7.0,14.4,20.6,0,0
38219,4.2,25.3,0.0,6.6,12.0,33.0,61.0,21.0,3.0,1.0,13.9,23.6,0,0
38220,12.3,24.5,0.0,8.0,9.4,52.0,45.0,55.0,3.0,7.0,17.8,16.9,0,0
38221,6.7,25.6,0.0,7.4,13.1,26.0,48.0,10.0,1.0,6.0,16.6,24.4,0,0
38222,7.3,28.1,0.0,6.8,13.5,28.0,41.0,24.0,1.0,3.0,17.8,24.6,0,0
38223,8.2,30.7,0.0,7.8,13.5,33.0,52.0,16.0,1.0,3.0,18.9,29.4,0,0
38224,10.6,33.5,0.0,8.0,9.9,39.0,36.0,10.0,2.0,7.0,23.4,33.1,0,0
38225,18.6,30.3,0.0,10.0,3.5,35.0,42.0,25.0,7.0,7.0,23.6,29.3,0,0
38226,13.0,26.7,0.0,6.0,13.1,46.0,35.0,21.0,5.0,5.0,22.0,25.0,0,0
38227,6.0,25.0,0.0,8.4,10.4,43.0,37.0,22.0,2.0,5.0,19.2,24.1,0,0
38228,8.8,25.4,0.0,9.8,12.5,37.0,64.0,24.0,1.0,5.0,15.2,24.1,0,0
38229,12.4,28.3,0.0,8.2,13.3,35.0,39.0,19.0,1.0,5.0,19.9,27.5,0,0
38230,10.0,29.2,0.0,9.2,12.8,43.0,41.0,15.0,1.0,4.0,16.9,28.4,0,0
38231,8.9,32.5,0.0,8.0,12.7,31.0,43.0,14.0,2.0,3.0,20.9,30.6,0,0
38232,15.2,35.9,0.0,9.4,6.0,61.0,16.0,9.0,3.0,6.0,26.8,34.4,0,0
38233,13.4,27.0,0.0,12.0,10.6,48.0,53.0,14.0,7.0,1.0,14.8,26.1,0,0
38234,10.7,27.6,0.0,8.6,13.6,31.0,46.0,16.0,1.0,1.0,17.8,25.7,0,0
38235,13.1,29.4,0.0,7.8,12.4,48.0,37.0,18.0,3.0,6.0,20.1,28.3,0,0
38236,18.0,33.2,0.0,6.6,11.8,28.0,44.0,18.0,2.0,4.0,22.0,32.8,0,0
38237,17.4,36.8,0.0,10.0,9.7,37.0,25.0,10.0,3.0,1.0,27.4,36.1,0,0
38238,21.7,30.9,0.0,10.8,4.7,56.0,50.0,35.0,7.0,7.0,24.0,29.8,0,1
38239,11.9,17.6,12.6,5.8,5.8,72.0,78.0,36.0,7.0,6.0,12.3,16.4,1,1
38240,5.9,19.9,4.2,4.2,13.8,43.0,59.0,25.0,1.0,3.0,11.6,18.3,1,0
38241,5.5,26.3,0.0,10.4,12.6,37.0,60.0,23.0,6.0,3.0,14.2,24.7,0,0
38242,9.6,32.2,0.0,7.8,12.5,41.0,45.0,14.0,5.0,5.0,19.9,30.7,0,0
38243,19.8,33.6,0.0,11.8,0.4,63.0,23.0,7.0,7.0,7.0,26.0,32.3,0,0
38244,12.7,24.1,0.0,9.4,13.6,59.0,42.0,22.0,1.0,3.0,16.5,23.2,0,0
38245,7.5,24.9,0.0,9.6,13.7,54.0,37.0,22.0,1.0,4.0,18.2,23.3,0,0
38246,7.9,29.2,0.0,10.0,13.7,41.0,42.0,13.0,1.0,1.0,18.5,28.2,0,0
38247,9.4,31.3,0.0,10.2,13.7,52.0,33.0,15.0,1.0,5.0,20.4,29.6,0,0
38248,13.4,29.9,0.0,9.4,13.7,39.0,47.0,17.0,2.0,2.0,22.6,28.7,0,0
38249,12.6,31.8,0.0,11.2,12.9,39.0,52.0,20.0,4.0,4.0,21.8,30.1,0,0
38250,18.0,32.9,0.0,9.2,13.0,37.0,48.0,19.0,1.0,4.0,23.5,31.8,0,0
38251,18.8,34.4,0.0,11.0,13.5,37.0,49.0,21.0,1.0,3.0,24.1,32.8,0,0
38252,21.2,37.7,0.0,11.0,13.5,35.0,37.0,14.0,1.0,1.0,26.7,35.4,0,0
38253,21.8,39.6,0.0,12.0,12.2,35.0,38.0,14.0,4.0,7.0,28.2,37.5,0,0
38254,23.7,40.5,0.0,12.0,10.6,52.0,21.0,10.0,6.0,4.0,32.6,39.4,0,0
38255,23.4,41.4,0.0,18.2,11.3,50.0,15.0,8.0,1.0,7.0,32.2,39.4,0,0
38256,21.8,41.2,0.0,16.0,6.9,70.0,33.0,10.0,7.0,7.0,30.4,38.7,0,0
38257,20.3,22.8,0.0,17.4,2.1,43.0,73.0,91.0,7.0,8.0,22.2,16.5,0,1
38258,13.3,28.4,4.6,3.2,9.9,28.0,75.0,25.0,7.0,4.0,17.2,27.5,1,0
38259,17.0,27.8,0.0,7.8,2.4,35.0,56.0,45.0,7.0,7.0,20.8,25.4,0,0
38260,12.2,32.0,0.0,4.6,12.1,48.0,63.0,21.0,1.0,1.0,21.3,30.7,0,0
38261,13.3,33.8,0.0,10.8,13.4,37.0,42.0,17.0,3.0,1.0,22.0,32.5,0,0
38262,16.7,37.4,0.0,10.4,13.0,39.0,46.0,12.0,2.0,2.0,24.4,35.0,0,0
38263,13.6,33.4,0.0,13.4,13.7,44.0,16.0,1.0,2.0,1.0,22.2,32.0,0,0
38264,11.2,31.7,0.0,10.4,13.7,41.0,47.0,13.0,1.0,1.0,20.1,29.7,0,0
38265,12.4,32.8,0.0,12.0,13.8,52.0,16.0,4.0,1.0,4.0,21.2,30.8,0,0
38266,15.3,29.6,0.0,13.2,3.4,61.0,48.0,18.0,7.0,7.0,23.0,28.8,0,0
38267,18.5,27.6,0.0,7.6,2.0,48.0,40.0,46.0,7.0,7.0,25.2,23.6,0,0
38268,19.4,35.1,0.0,6.4,6.0,52.0,46.0,24.0,8.0,5.0,22.7,34.0,0,0
38269,12.3,25.9,0.0,11.6,13.6,54.0,32.0,17.0,1.0,1.0,17.7,25.0,0,0
38270,7.8,30.3,0.0,10.8,13.2,52.0,36.0,13.0,0.0,1.0,19.3,28.5,0,0
38271,12.6,24.3,0.0,13.8,13.5,57.0,36.0,17.0,1.0,0.0,17.0,22.8,0,0
38272,6.2,28.8,0.0,13.0,13.7,56.0,34.0,17.0,0.0,0.0,17.4,27.6,0,0
38273,15.0,29.8,0.0,9.8,12.1,63.0,43.0,25.0,2.0,6.0,19.2,27.3,0,0
38274,17.0,27.5,0.0,11.2,4.0,63.0,47.0,36.0,7.0,7.0,19.7,25.7,0,0
38275,13.9,31.7,0.0,6.8,13.1,33.0,47.0,29.0,1.0,4.0,22.9,30.3,0,0
38276,15.9,35.8,0.0,9.4,12.5,37.0,55.0,19.0,1.0,7.0,24.5,34.8,0,0
38277,18.8,39.0,0.0,10.2,13.5,46.0,38.0,12.0,0.0,2.0,27.4,37.4,0,0
38278,19.2,37.8,0.0,13.4,13.4,43.0,40.0,16.0,0.0,0.0,24.0,35.9,0,0
38279,20.8,39.5,0.0,12.8,13.3,35.0,29.0,16.0,0.0,0.0,28.1,37.7,0,0
38280,23.9,40.7,0.0,12.6,13.2,31.0,23.0,13.0,0.0,0.0,30.6,40.0,0,0
38281,21.5,42.8,0.0,12.4,12.7,48.0,22.0,9.0,0.0,1.0,32.3,42.0,0,0
38282,24.3,41.8,0.0,17.6,13.5,43.0,9.0,7.0,1.0,1.0,31.0,39.8,0,0
38283,24.2,41.8,0.0,14.8,9.7,70.0,17.0,9.0,1.0,5.0,31.9,41.7,0,0
38284,20.2,38.9,0.0,13.8,13.2,39.0,30.0,18.0,1.0,4.0,29.1,37.5,0,0
38285,20.4,34.4,0.0,14.2,13.3,43.0,52.0,21.0,0.0,3.0,25.0,33.5,0,0
38286,16.3,33.1,0.0,11.0,13.1,43.0,56.0,17.0,1.0,3.0,22.4,31.0,0,0
38287,14.9,34.2,0.0,11.4,12.5,44.0,51.0,25.0,0.0,2.0,23.5,31.9,0,0
38288,17.6,33.5,0.0,11.6,12.9,50.0,47.0,19.0,0.0,1.0,22.2,31.5,0,0
38289,20.9,21.5,0.6,13.6,0.5,46.0,78.0,89.0,8.0,8.0,21.2,19.7,0,1
38290,13.8,28.3,18.2,1.4,13.4,48.0,64.0,21.0,1.0,1.0,17.7,26.8,1,0
38291,15.0,28.9,0.0,9.8,13.3,43.0,46.0,25.0,0.0,0.0,18.6,28.0,0,0
38292,15.9,32.3,0.0,10.6,13.2,48.0,48.0,22.0,0.0,0.0,20.3,30.4,0,0
38293,16.2,35.5,0.0,10.6,13.3,31.0,42.0,21.0,0.0,1.0,24.8,34.3,0,0
38294,19.6,39.4,0.0,11.0,13.2,43.0,32.0,14.0,0.0,1.0,28.4,38.2,0,0
38295,21.9,39.9,0.0,12.0,13.1,39.0,37.0,13.0,1.0,1.0,25.8,38.2,0,0
38296,23.6,41.1,0.0,11.6,11.9,35.0,27.0,10.0,1.0,1.0,28.4,40.0,0,0
38297,24.9,41.7,0.0,14.2,12.7,33.0,35.0,10.0,0.0,1.0,28.9,41.0,0,0
38298,23.7,42.0,0.0,13.2,13.3,41.0,37.0,7.0,0.0,2.0,30.2,41.5,0,0
38299,23.5,40.2,0.0,15.6,12.1,57.0,35.0,13.0,5.0,3.0,27.6,38.5,0,0
38300,24.8,32.4,0.4,14.2,11.2,61.0,48.0,32.0,3.0,1.0,27.2,30.6,0,0
38301,16.0,29.0,0.0,14.8,12.9,52.0,39.0,24.0,0.0,1.0,19.2,27.9,0,0
38302,15.7,32.9,0.0,11.6,12.9,56.0,44.0,22.0,1.0,0.0,19.4,29.9,0,0
38303,15.1,36.6,0.0,10.0,12.8,28.0,35.0,12.0,1.0,1.0,24.6,34.7,0,0
38304,19.4,39.8,0.0,10.2,12.9,35.0,28.0,8.0,0.0,1.0,27.7,38.5,0,0
38305,23.0,40.3,0.0,12.0,12.8,46.0,22.0,5.0,0.0,1.0,29.8,39.3,0,0
38306,20.0,40.0,0.0,15.2,12.7,37.0,38.0,10.0,0.0,0.0,25.8,37.8,0,0
38307,19.1,38.4,0.0,11.6,12.9,41.0,49.0,14.0,0.0,1.0,23.7,36.4,0,0
38308,20.7,37.6,0.0,13.2,12.1,37.0,49.0,18.0,3.0,5.0,25.1,35.9,0,0
38309,21.2,31.3,0.0,10.8,0.6,33.0,50.0,30.0,8.0,7.0,24.0,31.0,0,0
38310,22.8,30.7,0.0,7.2,0.8,31.0,51.0,32.0,8.0,8.0,24.8,30.0,0,1
38311,19.3,23.5,16.2,4.8,0.0,46.0,95.0,93.0,8.0,8.0,19.9,21.7,1,1
38312,19.8,30.5,12.8,1.0,10.2,52.0,86.0,38.0,7.0,2.0,21.8,29.0,1,0
38313,14.0,30.2,0.0,8.0,12.6,28.0,64.0,29.0,1.0,2.0,19.2,28.5,0,0
38314,18.4,33.1,0.0,8.0,12.3,33.0,62.0,25.0,5.0,3.0,21.4,31.5,0,0
38315,19.3,34.9,0.0,8.0,11.8,57.0,55.0,17.0,7.0,3.0,25.3,32.1,0,0
38316,10.9,23.0,0.0,13.8,11.8,46.0,73.0,23.0,5.0,4.0,13.4,21.0,0,0
38317,9.4,26.2,0.0,6.6,12.8,39.0,53.0,22.0,0.0,0.0,14.9,24.2,0,0
